"ID";"CIR";"APT";"COMUNE_CODICE";"COMUNE";"DENOMINAZIONE";"TIPOLOGIA";"CATEGORIA";"INDIRIZZO";"FRAZIONE";"CAP";"PROV";"TELEFONO";"TELEFONO2";"FAX";"WEB";"EMAIL";"COORDX";"COORDY";"TOTALE_UNITA";"TOTALE_LETTI";"TOTALE_BAGNI"
4830;"054001A101004830";"2";"054001";"ASSISI";"HOTEL LA QUIETE";"Albergo";"2 stelle";"Via Campiglione,20";" ";"06081";"PG";"075816227";"3476483753";" ";"www.hotellaquiete.com";"info@laquieteassisi.it";12,5825141;43,0777104;15;25;15
4831;"054001A101004831";"2";"054001";"ASSISI";"HOTEL LIETO SOGGIORNO";"Albergo";"2 stelle";"Via  Arnaldo Fortini,26";" ";"06081";"PG";"3939165481";" ";" ";" ";"coliannigroup@gmail.com";12,6121966;43,0718121;7;17;7
4833;"054001A101004833";"2";"054001";"ASSISI";"HOTEL MINERVA";"Albergo";"2 stelle";"Piazzetta  R. Bonghi,7";" ";"06081";"PG";"075812416";" ";" ";"www.hotelminervaassisi.com";"info@hotelminervaassisi.com";12,607417;43,073086;28;54;28
4834;"054001A101004834";"2";"054001";"ASSISI";"HOTEL PORTA NUOVA";"Albergo";"3 stelle";"Viale Umberto I,21";" ";"06081";"PG";"075812405";" ";"075816539";"www.hotelportanuova.it";"info@hotelportanuova.it";12,6211578;43,0664725;20;44;20
4835;"054001A101004835";"2";"054001";"ASSISI";"HOTEL POSTA PANORAMIC";"Albergo";"3 stelle";"Via  San Paolo,17";" ";"06081";"PG";"075812558";"075812514";"075816202";"www.hotelpostaassisi.it";"info@hotelpostaassisi.com";12,6133322;43,0718864;31;72;32
4836;"054001A101004836";"2";"054001";"ASSISI";"HOTEL ROMA";"Albergo";"3 stelle";"Piazza Santa Chiara,13/15";" ";"06081";"PG";"075812390";" ";"075816743";"www.assisihotelroma.com";"info@assisihotelroma.com";12,6172002;43,0692479;28;40;28
4837;"054001A101004837";"2";"054001";"ASSISI";"HOTEL SAN GIACOMO";"Albergo";"3 stelle";"Via San Giacomo,6";" ";"06081";"PG";"075816778";"3389711101";" ";"www.hotelsangiacomoassisi.it";"info@hotelsangiacomoassisi.it";12,6089172288364;43,0745866561029;32;70;32
4838;"054001A101004838";"2";"054001";"ASSISI";"ASISIUM BOUTIQUE HOTEL";"Albergo";"4 stelle";"Corso Mazzini,35";" ";"06081";"PG";"075816190";"3284721893";" ";"www.hotelalexanderassisi.com";"info@hotelalexanderassisi.it";12,6164904;43,0700846;14;24;14
4839;"054001A101004839";"2";"054001";"ASSISI";"HOTEL VILLA ELDA";"Albergo";"3 stelle";"Via  Patrono d'Italia,86";" ";"06081";"PG";"0758041756";" ";"0758041501";"www.villaelda.com";"info@villaelda.com";12,59207;43,064428;59;112;59
4840;"054001A101004840";"2";"054001";"ASSISI";"VIOLE COUNTRY HOTEL";"Albergo";"3 stelle";"Via Assisana,67";"VIOLE";"06081";"PG";"0758065409";" ";"0758064635";"www.violecountryhotel.it";"info@hotelviole.it";12,6358397;43,045568;36;59;36
4843;"054001A101004843";"2";"054001";"ASSISI";"HOTEL BELLAVISTA";"Albergo";"2 stelle";"Via Patrono d'Italia,94/100";" ";"06081";"PG";"0758042492";"3332976667";" ";"www.assisibellavista.it";"info@assisibellavista.it";12,5937333;43,0649962;28;55;28
4844;"054001A101004844";"2";"054001";"ASSISI";"HOTEL PONTE SAN VITTORINO";"Albergo";"2 stelle";"Viale Giovanna di Savoia,14";" ";"06081";"PG";"075812633";"3331382561";" ";"www.hotelpontesanvittorino.com";"info@hotelpontesanvittorino.com";12,6017658;43,0759014;13;25;13
4845;"054001A101004845";"2";"054001";"ASSISI";"HOTEL IL VICOLETTO";"Albergo";"1 stella";"Via Macelli  Vecchi,1";" ";"06081";"PG";"075813620";"3939591924";"0758003507";"www.ilvicolettoassisi.it";"info@ilvicolettoassisi.it";12,6151129;43,0704629;7;10;7
4847;"054001A101004847";"2";"054001";"ASSISI";"HOTEL LA ROCCA";"Albergo";"2 stelle";"Via  Porta  Perlici,27";" ";"06081";"PG";"075812284";" ";"075816467";"www.hotelarocca.it";"info@hotelarocca.it";12,6185937;43,071751;27;51;27
4848;"054001A101004848";"2";"054001";"ASSISI";"HOTEL LA TERRAZZA";"Albergo";"3 stelle";"Via Fratelli Canonichetti,1";" ";"06081";"PG";"075812368";"075815162";"075816142";"www.laterrazzahotel.it";"info@laterrazzahotel.it";12,6269191;43,0610225;40;86;40
4849;"054001A101004849";"2";"054001";"ASSISI";"HOTEL PROPERZIO";"Albergo";"2 stelle";"Via San Francesco,38";" ";"06081";"PG";"075815198";"3473820689";"0758197505";"www.hotelproperzioassisi.it";"info@hotelproperzioassisi.it";12,6075856;43,0738391;8;17;8
4850;"054001A101004850";"2";"054001";"ASSISI";"HOTEL LE SILVE";"Albergo";"4 stelle";"Loc. Caparrocchie,89";"ARMENZANO";"06081";"PG";"0758019000";"328611311";"0758019005";"www.lesilve.it";"info@lesilve.it";12,6195966;43,0707017;19;37;19
4851;"054001A101004851";"2";"054001";"ASSISI";"DAL MORO ASSISI GALLERY HOTEL";"Albergo";"4 stelle";"Via G. Becchetti,2";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758043688";" ";"0758041666";"www.dalmorogalleryhotel.com";"info@dalmorogalleryhotel.com";12,5790411;43,0586404;51;93;51
4852;"054001A101004852";"2";"054001";"ASSISI";"HOTEL FRATE SOLE";"Albergo";"3 stelle";"Via  S .Bernardino da Siena,28";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758043848";" ";"0758043828";"www.hotelfratesole.com";"info@hotelfratesole.com";12,575182;43,055264;44;81;44
4853;"054001A101004853";"2";"054001";"ASSISI";"HOTEL LE GRAZIE";"Albergo";"3 stelle";"Via Madonna  delle Grazie,11";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758043850";" ";" ";"www.legrazieassisi.com";"info@legrazieassisi.com";12,5896692;43,0621695;40;80;40
4854;"054001A101004854";"2";"054001";"ASSISI";"HOTEL ANTONELLI FRANCO";"Albergo";"3 stelle";"Via Los  Angeles,25";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758043690";" ";"0758048028";"www.assisihotelantonelli.it";"info@assisihotelantonelli.it";12,574227069179;43,057442566487;83;186;83
4856;"054001A101004856";"2";"054001";"ASSISI";"HOTEL DOMUS PACIS ASSISI";"Albergo";"3 stelle";"Piazza  Porziuncola";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758043530";" ";"0758040455";"www.domuspacis.it";"info@domuspacis.it";12,578692;43,0563402;84;165;84
4857;"054001A101004857";"2";"054001";"ASSISI";"HOTEL LOS ANGELES";"Albergo";"3 stelle";"Via  Los  Angeles,77/A";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758041339";"3356347532";"0758041225";"www.hotellosangeles.it";"info@hotellosangeles.it";12,5758888;43,0573177;45;91;45
4858;"054001A101004858";"2";"054001";"ASSISI";"HOTEL MODERNO";"Albergo";"3 stelle";"Via  Giosue Carducci,37";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758040410";"3285974902";" ";"www.hotelmodernoassisi.com";"info@hotelmodernoassisi.com";12,5852218;43,059679;31;50;31
4859;"054001A101004859";"2";"054001";"ASSISI";"HOTEL PORZIUNCOLA";"Albergo";"3 stelle";"Piazza Garibaldi,10";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758043677";" ";"0758042890";"www.hotelporziuncola.com";"hporziuncola@tiscalinet.it";12,580073312734;43,0588216693956;35;87;35
4860;"054001A101004860";"2";"054001";"ASSISI";"HOTEL SANTA MARIA";"Albergo";"2 stelle";"Via Lorenzetti,5";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758041030";" ";"0758041622";"www.assisihtlsantamaria.it";"ltom@libero.it, info@assisihtlsantamaria.it";12,5746933;43,0628593;8;18;8
4862;"054001A101004862";"2";"054001";"ASSISI";"HOTEL DONNINI";"Albergo";"2 stelle";"Via Los Angeles,47";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758040260";" ";"0759975694";"www.hoteldonnini.it";"info@hoteldonnini.it";12,577784;43,0561426;18;38;18
4863;"054001A101004863";"2";"054001";"ASSISI";"ELIDE DESIGN HOTEL";"Albergo";"3 stelle";"Via  Patrono d'Italia,48";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758040221";"0758040867";"0758049141";"www.assisihoteldaelide.com";"info@assisihoteldaelide.com";12,5829436;43,0599681;11;20;11
4865;"054001A101004865";"2";"054001";"ASSISI";"HOTEL VILLA VERDE";"Albergo";"3 stelle";"Via Sacro Tugurio,75";"RIVOTORTO";"06081";"PG";"0758064696";"3346489951";"0758064312";"www.hotelvillaverdeassisi.com";"info@hotelvillaverdeassisi.com";12,6251377538478;43,0388272701565;104;192;104
4866;"054001B601004866";"2";"054001";"ASSISI";"VICTOR";"Ostello della gioventu";"Ostello della gioventu'";"Via Sacro Tugurio,110";"RIVOTORTO";"06081";"PG";"0758064526";" ";"0758065562";"www.ostellovictorcenter.com";"info@victorhostel.com";12,625136;43,03829;7;59;3
4867;"054001A101004867";"2";"054001";"ASSISI";"HOTEL FONTANELLA";"Albergo";"1 stella";"Via  Santa Maria  della  Spina,18";"RIVOTORTO";"06081";"PG";"3475150530";"0758064182";" ";"https://hotelfontanellaassisi.com/";"albergofontanella@gmail.com";12,617221085365;43,043885355697;19;35;19
4870;"054001A101004870";"2";"054001";"ASSISI";"HOTEL LA TORRETTA";"Albergo";"3 stelle";"Via del Ponte,1";"PETRIGNANO";"06081";"PG";"0758098209";"3356184718";"0758038778";"www.hotellatorrettaassisi.com";"gruppi@turismofranciscus.it";12,6195966;43,0707017;31;54;31
4875;"054002A101004875";"2";"054002";"BASTIA";"HOTEL CAMPIGLIONE";"Albergo";"3 stelle";"Via Campiglione,11";" ";"06083";"PG";"0758010767";"3467720714";"0758010768";"www.hotel-campiglione.it";"hotel@hotel-campiglione.it";12,561741;43,076498;42;85;42
4877;"054002A101004877";"2";"054002";"BASTIA";"HOTEL LO SPEDALICCHIO";"Albergo";"3 stelle";"Piazza Bruno Buozzi,3";"OSPEDALICCHIO";"06083";"PG";"0758010323";" ";"0758010323";"www.lospedalicchio.it";"info@lospedalicchio.it";12,50422773439;43,077770055779;25;57;25
4882;"054006A101004882";"2";"054006";"CANNARA";"HOTEL IL RIENTRO";"Albergo";"3 stelle";"Via Santo Stefano,31";"COLLEMANCIO";"06033";"PG";"0742720218";"3488014659";" ";"www.ilrientro.com";"albergoilrientro@gmail.com";12,5209988;42,9811151;10;18;10
4887;"054001A101004887";"2";"054001";"ASSISI";"HOTEL IL PALAZZO";"Albergo";"3 stelle";"Via San Francesco,8";" ";"06081";"PG";"075816841";"3405083733";"075816841";"www.hotelilpalazzo.it";"info@hotelilpalazzo.it";12,6102968;43,0727147;20;37;20
4894;"054001C201004894";"2";"054001";"ASSISI";"CAMERE GAMBACORTA di Gambacorta Marco";"Affittacamere";"Affittacamere";"Via Sermei,9";" ";"06081";"PG";"3396070473";"075812454";"075813186";"www.camere-gambacorta-assisi.it";"info@camere-gambacorta-assisi.it";12,6176211;43,0693916;6;12;6
4900;"054001A101004900";"2";"054001";"ASSISI";"HOTEL CRISTALLO";"Albergo";"4 stelle";"Via  Los  Angeles,195";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758043094";" ";"0758043538";"www.hotelcristalloassisi.com";"info@hotelcristalloassisi.com";12,574227069179;43,057442566487;52;99;52
4902;"054001A101004902";"2";"054001";"ASSISI";"HOTEL SAN RUFINO";"Albergo";"2 stelle";"Via  Porta  Perlici,7";" ";"06081";"PG";"075812803";" ";"075812803";"www.hotelsanrufino.it";"info@hotelsanrufino.it";12,6175173;43,0712739;11;24;11
4905;"054001B501004905";"2";"054001";"ASSISI";"AGRITURISMO LA PIAGGIA";"Agriturismo";"4 girasoli";"Viale Giovanna di Savoia,3";" ";"06081";"PG";"3388894770";"3388894770";"075816231";"www.lapiaggia.it";"info@lapiaggia.it";12,6016816;43,0758889;6;12;6
4906;"054001A101004906";"2";"054001";"ASSISI";"HOTEL MOM ASSISI";"Albergo";"2 stelle";"Piazza Dante Alighieri,3";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758041156";"3333699783";"0758041156";"www.hotelmomassisi.it";"info@hotelmomassisi.it";12,585324715091;43,058003734918;12;24;12
4917;"054001C201004917";"2";"054001";"ASSISI";"CAMERE DI ANNA MARIA di Sebastiani Anna Maria";"Affittacamere";"Affittacamere";"Via San Potente,2";" ";"06081";"PG";"075813274";" ";"075813274";"www.assisicameredaannamaria.it";"info@assisicameredaannamaria.it";12,628228;43,059288;6;12;6
4918;"054001C201004918";"2";"054001";"ASSISI";"TOFI BRUNA";"Affittacamere";"Affittacamere";"Via di Mezzo,48";"RIVOTORTO";"06081";"PG";"3346489951";"3467363262";" ";" ";"info@hotelvillaverde.org";12,6290834;43,0419058;6;12;6
4921;"054001B501004921";"2";"054001";"ASSISI";"LA CASTELLANA";"Agriturismo";"3 girasoli";"Costa di Trex,4";"COSTA DI TREX";"06081";"PG";"0758019046";"3384088106";"0758019046";"www.agriturismolacastellana.it";"info@agriturismolacastellana.it";12,6539017;43,0975879;5;20;6
4929;"054001A102004929";"2";"054001";"ASSISI";"HOTEL GREEN";"Villaggio-Albergo";"3 stelle";"San Giovanni  Campiglione,110";" ";"06081";"PG";"075813710";"3913271130";" ";"https://greenvillage-camping-hotel-assisi.com";"prenotazioni@greenvillageassisi.it";12,573918278618;43,074710257449;39;79;39
4933;"054001C201004933";"2";"054001";"ASSISI";"ZAVATTONI GIULIANO";"Affittacamere";"Affittacamere";"Via Sacro Tugurio,86";"RIVOTORTO";"06081";"PG";"0758065455";" ";"0758065455";"www.ristorante75.it";"ristorante75@gmail.com";12,6200308;43,0422626;6;11;6
4935;"054001A101004935";"2";"054001";"ASSISI";"CASA NAZARETH";"Albergo";"2 stelle";"Via San Bernardino da Siena,23";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"3516171327";" ";" ";" ";"casanazareth@pssf.it";12,5755683;43,0551306;15;25;15
4944;"054001B101004944";"2";"054001";"ASSISI";"CAMPING FONTEMAGGIO";"Campeggio";"2 stelle";"Via Eremo delle Carceri,24";" ";"06081";"PG";"075813636";" ";"075813749";"www.fontemaggio.it";"info@fontemaggio.it";12,6296482;43,067828;65;250;21
4945;"054001B601004945";"2";"054001";"ASSISI";" OSTELLO FONTEMAGGIO";"Ostello della gioventu";"Ostello della gioventu'";"Via Eremo delle Carceri,24";" ";"06081";"PG";"075813636";" ";"075813749";"www.fontemaggio.it";"info@fontemaggio.it";12,6296482;43,067828;16;74;16
4946;"054001B404004946";"2";"054001";"ASSISI";"SANTA MARIA DEGLI ANCILLOTTI";"Case e appartamenti per vacanze";"Case e appartamenti per vacanze";"Via Santa Maria degli Ancillotti,13";"STERPETO";"06081";"PG";"0758039764";"3397265149";"0758039764";"www.santamariadegliancillotti.com";"info@santamariadegliancillotti.com";12,563132675668;43,108393204307;6;24;6
4948;"054001B501004948";"2";"054001";"ASSISI";"AGRICOLA NIZZI";"Agriturismo";"4 girasoli";"Costa di Trex,65";"COSTA DI TREX";"06081";"PG";"075813378";"3474963827";" ";"www.nizzi.com";"agricola@nizzi.com";12,6555963;43,1001379;6;28;6
4951;"054001B702004951";"2";"054001";"ASSISI";"CASA SANTA ELISABETTA D'UNGHERIA";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Piazza del Vescovado,5";" ";"06081";"PG";"075812366";" ";"075816377";"www.terziario-santaelisabetta.com";"info@casaterziario.org";12,6135666;43,0698289;24;57;25
4952;"054001B702004952";"2";"054001";"ASSISI";"CASA PAPA GIOVANNI";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via San Paolo,32";" ";"06081";"PG";"075812467";" ";"075812338";" ";"casapapagiovanni@yahoo.it";12,6122105;43,0725449;34;59;34
4954;"054001B701004954";"2";"054001";"ASSISI";"DOMUS LAETITIAE ASSISI ";"Casa per ferie";"Casa per ferie";"Viale Giovanni XXIII,2";" ";"06081";"PG";"075812792";" ";" ";"www.domuslaetitiaeassisi.it";"reception@dla-assisi.it";12,62373653875;43,0666643291589;40;74;40
4955;"054001B702004955";"2";"054001";"ASSISI";"ISTITUTO BEATA ANGELINA";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via Merry del Val,4";" ";"06081";"PG";"075813582";" ";"075812511";" ";"istitutobeataangelina@virgilio.it";12,60769;43,07463;10;24;10
4956;"054001B702004956";"2";"054001";"ASSISI";"SUORE FRANCESCANE MISSIONARIE DEL GIGLIO";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via San Francesco,13/b";" ";"06081";"PG";"075812267";"3534242797";"075812267";" ";"casamaria.assisi@yahoo.it";12,6103255124206;43,0725949329081;25;44;25
4957;"054001B702004957";"2";"054001";"ASSISI";"SUORE FRANCESCANE ANGELINE";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via Metastasio,18";" ";"06081";"PG";"0758155116";" ";"0758155116";"www.angeline.it";"accoglienzamurorupto@angeline.it";12,6088881;43,0737564;25;50;25
4958;"054001A101004958";"2";"054001";"ASSISI";"HOTEL MONASTERO SANT'ANDREA";"Albergo";"2 stelle";"Vicolo Sant' Andrea,5";" ";"06081";"PG";"075812274";" ";"075816262";" ";"info@hotelmonasterosantandrea.com";12,607982;43,073921;31;37;31
4959;"054001B702004959";"2";"054001";"ASSISI";"MONASTERO SANTA CROCE";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via Santa Croce,4";" ";"06081";"PG";"075812515";" ";"075816764";"www.santacroceassisi.com";"info@santacroceassisi.com";12,61064;43,07285;22;42;14
4962;"054001B702004962";"2";"054001";"ASSISI";"PRO CIVITATE CHRISTIANA";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via Ancajani,3";" ";"06081";"PG";"075813231";" ";"075812445";"www.cittadelladiassisi.it";"ospitalita@cittadella.org";12,610181708077;43,070102886866;90;151;88
4964;"054001B701004964";"2";"054001";"ASSISI";"VILLA SANTA TECLA";"Casa per ferie";"Casa per ferie";"Loc. Santa Tecla,18";"PALAZZO";"06081";"PG";"0758038282";" ";"0758039441";"www.villasantatecla.it";"elpisfondazione@gmail.com";12,568441862282;43,092027390204;30;58;30
4965;"054001B702004965";"2";"054001";"ASSISI";"MONASTERO SANTA COLETTE";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via Borgo San Pietro,3";" ";"06081";"PG";"075816489";" ";"075816751";"www.santacolette.com";"ospitalita@santacolette.com";12,6105036;43,0708033;23;48;23
4966;"054001B702004966";"2";"054001";"ASSISI";"MONASTERO SANT' ANTONIO";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via G. Alessi,10";" ";"06081";"PG";"075812542";" ";"075813723";" ";"atoneassisi@tiscali.it";12,6180396;43,0692245;20;38;20
4967;"054001B702004967";"2";"054001";"ASSISI";"SUORE SVEDESI DI SANTA BRIGIDA";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via  Moiano,1";" ";"06081";"PG";"075812693";" ";" ";" ";"s.brigida.assisi@gmail.com, brigidineassisi@outlook.com";12,61541;43,06973;25;56;25
4968;"054001B702004968";"2";"054001";"ASSISI";"ISTITUTO MARIA IMMACOLATA";"Casa religiosa di ospitalita";"Casa religiosa di ospitalita'";"Via Patrono d'Italia,5/d";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758041145";" ";" ";"www.alzatiecammina.it";"accoglienzagb@gmail.com";12,581166;43,0592742;24;48;12
4971;"054001C201004971";"2";"054001";"ASSISI";"L'OASI di Pieroni  Dancalia";"Affittacamere";"Affittacamere";"Costa  di  Trex,21";"COSTA DI TREX";"06081";"PG";"075816595";"3490663134";"075816595";"www.oasi-assisi.com";"info@oasi-assisi.com";12,6539017;43,0975879;3;4;3
4973;"054001A101004973";"2";"054001";"ASSISI";"HOTEL PALLOTTA";"Albergo";"2 stelle";"Via S. Rufino,6";" ";"06081";"PG";"075812307";"3387407574";" ";"www.pallottaassisi.it";"info@pallottaassisi.it";12,616068;43,0709919;7;10;7
4974;"054001A101004974";"2";"054001";"ASSISI";"HOTEL PANDA";"Albergo";"3 stelle";"Via Giuseppe  Di Vittorio,5";"SANTA MARIA DEGLI ANGELI";"06081";"PG";"0758043680";" ";"0758043681";"www.hotelpanda.com";"info@hotelpanda.com";12,5738306;43,0567132;62;136;62
